category,scientific_name,common_names,conservation_status
Vascular Plant,Cardaria chalapensis,"Heartpod Hoarycress, Hoary Cress, Lens Podded Hoary Cress, Lenspod Whitetop, Lens-Podded Hoary Whitetop, Peppergrass, Whitetop, Whiteweed",Safe
Vascular Plant,Cardaria draba,"Globed-Podded Hoarycress, Heart-Pod Hoarycress, Heart-Podded Hoarycress, Hoary Cress, Peppergrass, Pepperweed Whitetop, Whitetop, Whiteweed",Safe
Vascular Plant,Cardaria pubescens,"Globe-Pod Hoarycress, Globe-Podded Hoarycress, Hairy Whitetop, Hoary Cress, Whitetop",Safe
Vascular Plant,Chorispora tenella,"Beanpodded Mustard, Blue Mustard, Bluemustard, Common Blue Mustard, Crossflower, Purple Mustard, Tenella Mustard",Safe
Vascular Plant,Descurainia sophia,"Flaxweed Tansymustard, Flixweed, Flixweed Tansymustard, Herb Sophia, Herb-Sophia, Pinnate Tansymustard, Tansymustard",Safe
Vascular Plant,Draba albertina,"Arc Dome Draba, Slender Draba",Safe
Vascular Plant,Draba aurea,"Golden Draba, Golden Whitlowgrass",Safe
Vascular Plant,Draba borealis,Boreal Draba,Safe
Vascular Plant,Draba crassa,Thickleaf Draba,Safe
Vascular Plant,Draba crassifolia,"Rocky Mountain Draba, Snowbed Draba, Snowbed Whitlowgrass, Snowbed Whitlow-Grass",Safe
Vascular Plant,Draba densifolia,Denseleaf Draba,Safe
Vascular Plant,Draba globosa,Beavertip Draba,Safe
Vascular Plant,Draba incerta,Yellowstone Draba,Safe
Vascular Plant,Draba lonchocarpa var. lonchocarpa,Lancepod Draba,Safe
Vascular Plant,Draba nemorosa,"Woodland Draba, Woodland Whitlowgrass, Woods Draba",Safe
Vascular Plant,Draba oligosperma,"Fewseed Draba, Glacier Draba",Safe
Vascular Plant,Draba paysonii var. paysonii,Payson's Draba,Safe
Vascular Plant,Draba paysonii var. treleasii,Trelease's Draba,Safe
Vascular Plant,Draba praealta,Tall Draba,Safe
Vascular Plant,Draba reptans,"Carolina Draba, Carolina Whitlowgrass, Creeping Draba",Safe
Vascular Plant,Draba ventosa,"Wind Draba, Wind River Draba",Safe
Vascular Plant,Draba verna,"Spring Draba, Spring Whitlowgrass",Safe
Vascular Plant,Erysimum asperum,Western Wallflower,Safe
Vascular Plant,Erysimum cheiranthoides,"Treacle Wallflower, Wallflower Mustard, Wormseed Mustard, Wormseed Wallflower, Worm-Seed Wallflower",Safe
Vascular Plant,Erysimum inconspicuum,"Shy Wallflower, Smallflower Wallflower",Safe
Vascular Plant,Euclidium syriacum,"Syria Euclidium, Syrian Mustard",Safe
Vascular Plant,Hesperis matronalis,"Dames Rocket, Dame's Rocket, Dames Violet, Mother-Of-The-Evening",Safe
Vascular Plant,Isatis tinctoria,Dyer's Woad,Safe
Vascular Plant,Lepidium campestre,"Cream-Anther Field Pepperwort, Field Pepperweed",Safe
Vascular Plant,Lepidium densiflorum var. macrocarpum,Bigseed Pepperweed,Safe
Vascular Plant,Lepidium densiflorum var. pubecarpum,Babyseed Pepperweed,Safe
Vascular Plant,Lepidium perfoliatum,"Clasping Pepperweed, Clasping Pepperwort, Claspingleaf Pepperweed",Safe
Vascular Plant,Lepidium ramosissimum,"Manybranched Pepperweed, Pepperweed",Safe
Vascular Plant,Lepidium sativum,"Garden Pepperwort, Gardencress Pepperweed",Safe
Vascular Plant,Lepidium virginicum var. pubescens,Hairy Pepperweed,Safe
Vascular Plant,Lesquerella alpina var. alpina,Alpine Bladderpod,Safe
Vascular Plant,Nasturtium officinale,Watercress,Safe
Vascular Plant,Noccaea montana,Alpine Pennycress,Safe
Vascular Plant,Physaria acutifolia var. acutifolia,"Sharpleaf Twinpod, Southern Twinpod",Safe
Vascular Plant,Physaria didymocarpa var. didymocarpa,Common Twinpod,Safe
Vascular Plant,Rorippa curvipes var. curvipes,"Bluntleaf Yellowcress, Blunt-Leaf Yellowcress",Safe
Vascular Plant,Rorippa curvisiliqua,Curvepod Yellowcress,Safe
Vascular Plant,Rorippa palustris ssp. fernaldiana,"Bog Yellowcress, Fernald Yellowcress, Fernald's Yellowcress",Safe
Vascular Plant,Schoenocrambe linifolia,"Flaxleaf Plainsmustard, Rush Mustard",Safe
Vascular Plant,Sisymbrium altissimum,"Jim Hill Mustard, Tall Hedge-Mustard, Tall Mustard, Tall Tumblemustard, Tumble Mustard, Tumblemustard, Tumbleweed Mustard",Safe
Vascular Plant,Sisymbrium loeselii,"False London Rocket, Small Tumbleweed Mustard, Tall Hedgemustard, Tallhedge Mustard",Safe
Vascular Plant,Smelowskia calycina var. americana,American False Candytuft,Safe
Vascular Plant,Subularia aquatica,"American Awlwort, Waterawlwort",Safe
Vascular Plant,Thelypodium integrifolium,"Entireleaf Thelypody, Entire-Leaf Thelypody, Entireleaved Thelypody, Smoothleaved Thelypody",Safe
Vascular Plant,Thelypodium paniculatum,Northwestern Thelypody,Safe
Vascular Plant,Thelypodium sagittatum,"Arrow Thelypody, Slender Thelypody",Safe
Vascular Plant,Thlaspi arvense,"Fanweed, Field Pennycress, Frenchweed, Pennycress, Stinkweed",Safe
Vascular Plant,Cleome serrulata,"Bee Spiderflower, Rocky Mountain Beeplant",Safe
Vascular Plant,Floerkea proserpinacoides,"False Mermaidweed, False Mermaid-Weed",Safe
Vascular Plant,Amaranthus albus,"Pigweed, Pigweed Amaranth, Prostrate Pigweed, Tumble Pigweed, Tumbleweed, White Pigweed",Safe
Vascular Plant,Amaranthus blitoides,"Mat Amaranth, Prostrate Amaranth, Prostrate Pigweed",Safe
Vascular Plant,Amaranthus retroflexus,"Careless Weed, Redroot Amaranth, Red-Root Amaranth, Redroot Pigweed, Rough Pigweed",Safe
Vascular Plant,Atriplex argentea,"Silverscale, Silverscale Saltbush, Silverscale Saltweed",Safe
Vascular Plant,Atriplex canescens var. canescens,Fourwing Saltbush,Safe
Vascular Plant,Atriplex hortensis,"Armuelle Mole, Bledos Moles, Garden Orach, Garden Orache, Mountain-Spinach",Safe
Vascular Plant,Atriplex patula,"Halberd-Leaf Orache, Spear Orach, Spear Saltbush, Spear Saltweed, Spear-Scale, Spreading Orache",Safe
Vascular Plant,Atriplex rosea,"Redscale Saltbush, Redscale Saltweed, Tumbling Orache, Tumbling Saltweed",Safe
Vascular Plant,Atriplex subspicata,"Halberdleaf Orach, Orach Saltbush, Saline Saltbush, Spearscale, Spreading Orach",Safe
Vascular Plant,Bassia hyssopifolia,"Fivehook Bassia, Fivehorn Smotherweed, Smotherweed",Safe
Vascular Plant,Chenopodium atrovirens,"Dark Goosefoot, Pinyon Goosefoot",Safe
Vascular Plant,Chenopodium fremontii,Fremont's Goosefoot,Safe
Vascular Plant,Chenopodium glaucum var. salinum,Rocky Mountain Goosefoot,Safe
Vascular Plant,Chenopodium leptophyllum,"Narrowleaf Goosefoot, Narrowleaf Lambsquarters, Narrowleaved Goosefoot, Slimleaf Goosefoot, Slimleaf Lambsquarters",Safe
Vascular Plant,Chenopodium pratericola,Desert Goosefoot,Safe
Vascular Plant,Chenopodium simplex,"Giant-Seed Goosefoot, Mapleleaf Goosefoot",Safe
Vascular Plant,Grayia spinosa,Spiny Hopsage,Safe
Vascular Plant,Krascheninnikovia lanata,Winterfat,Safe
Vascular Plant,Monolepis nuttalliana,"Nuttall's Monolepis, Nuttall's Povertyweed, Nuttall's Poverty-Weed, Patata, Patota",Safe
Vascular Plant,Salsola collina,"Slender Russian-Thistle, Tumbleweed",Safe
Vascular Plant,Salsola tragus,"Prickly Russian Thistle, Tumbleweed",Safe
Vascular Plant,Suaeda calceoliformis,"Paiuteweed, Pursh Seepweed, Western Seepweed",Safe
Vascular Plant,Opuntia fragilis,"Brittle Cactus, Brittle Pricklypear, Fragile Cactus, Jumping Cactus, Little Pricklypear",Safe
Vascular Plant,Opuntia polyacantha var. polyacantha,Hairspine Pricklypear,Safe
Vascular Plant,Arenaria serpyllifolia,Thymeleaf Sandwort,Safe
Vascular Plant,Cerastium arvense,"Field Chickweed, Field Mouse-Ear Chickweed, Starry Chickweed",Safe
Vascular Plant,Cerastium fontanum,"Common Chickweed, Common Mouse-Ear Chickweed, Mouse-Ear Chickweed",Safe
Vascular Plant,Cerastium glomeratum,Sticky Chickweed,Safe
Vascular Plant,Dianthus armeria,Deptford Pink,Safe
Vascular Plant,Dianthus barbatus,Sweetwilliam,Safe
Vascular Plant,Gypsophila paniculata,"Baby's Breath, Babysbreath, Babysbreath Gypsophila, Bachelor's Button, Perfoliate Baby's Breath",Safe
Vascular Plant,Minuartia austromontana,Columbian Stitchwort,Safe
Vascular Plant,Minuartia nuttallii,Nuttall's Sandwort,Safe
Vascular Plant,Minuartia obtusiloba,"Alpine Sandwort, Twinflower Sandwort",Safe
Vascular Plant,Minuartia rubella,"Beautiful Sandwort, Boreal Stitchwort",Safe
Vascular Plant,Moehringia lateriflora,"Blunt-Leaf Grove-Sandwort, Bluntleaf Sandwort, Grove Sandwort",Safe
Vascular Plant,Paronychia sessiliflora,"Creeping Nailwort, Low Nailwort, Nailwort, Stemless Nailwort",Safe
Vascular Plant,Sagina saginoides,"Alpine Pearlwort, Arctic Pearlwort",Safe
Vascular Plant,Saponaria officinalis,"Bouncing Bet, Bouncingbet, Bouncingbet Soapweed, Soapwort, Sweet Betty",Safe
Vascular Plant,Silene acaulis var. subacaulescens,"Moss Campion, Moss Catchfly",Safe
Vascular Plant,Silene antirrhina,"Catchfly, Sleepy Campion, Sleepy Catchfly, Sleepy Silene",Safe
Vascular Plant,Silene drummondii var. drummondii,"Drummond's Campion, Drummond's Catchfly",Safe
Vascular Plant,Silene hitchguirei,Apetalous Catchfly,Safe
Vascular Plant,Silene latifolia,"Bladder Campion, Bladder-Campion",Safe
Vascular Plant,Silene menziesii var. menziesii,Menzies' Campion,Safe
Vascular Plant,Silene menziesii var. viscosa,Menzies' Campion,Safe
Vascular Plant,Silene oregana,"Oregon Campion, Oregon Silene",Safe
Vascular Plant,Silene parryi,Parry's Silene,Safe
Vascular Plant,Silene vulgaris,"Bladder Campion, Bladder Silene, Cowbell, Maiden's Tears, Maidenstears, Maiden's-Tears, Rattleweed",Safe
Vascular Plant,Spergularia rubra,"Purple Sandspurry, Red Sandspurry",Safe
Vascular Plant,Stellaria calycantha,"Northern Chickweed, Northern Starwort",Safe
Vascular Plant,Stellaria crassifolia,"Fleshy Starwort, Thickleaved Chickweed",Safe
Vascular Plant,Stellaria crispa,"Crisp Starwort, Crispleaved Chickweed, Curled Starwort",Safe
Vascular Plant,Stellaria longifolia,"Longleaf Chickweed, Longleaf Starwort, Long-Leaf Starwort",Safe
Vascular Plant,Stellaria longipes var. longipes,"Chickweed, Longstalk Starwort",Safe
Vascular Plant,Stellaria media,"Chickweed, Common Chickweed, Nodding Chickweed",Safe
Vascular Plant,Stellaria obtusa,Rocky Mountain Chickweed,Safe
Vascular Plant,Stellaria umbellata,"Umbellate Chickweed, Umbrella Starwort",Safe
Vascular Plant,Vaccaria hispanica,"Cow Soapwort, Cowcockle, Field Vaccaria",Safe
Vascular Plant,Drosera anglica,English Sundew,Safe
Vascular Plant,Cistanthe umbellata,"Mt. Hood Pussypaws, Umbellate Pussypaws",Safe
Vascular Plant,Claytonia lanceolata,Lanceleaf Springbeauty,Safe
Vascular Plant,Claytonia megarhiza var. megarhiza,Alpine Springbeauty,Safe
Vascular Plant,Lewisia pygmaea,"Alpine Bitterroot, Alpine Lewisia, Pigmy Bitterroot",Safe
Vascular Plant,Lewisia rediviva var. rediviva,"Bitter Root, Oregon Bitterroot",Safe
Vascular Plant,Lewisia triphylla,"Threeleaf Bitterroot, Threeleaf Lewisia",Safe
Vascular Plant,Montia chamissoi,"Toadlily, Water Indianlettuce, Water Miner's Lettuce, Water Minerslettuce",Safe
Vascular Plant,Abronia ammophila,"Wyoming Sand Verbena, Yellowstone Sand Verbena",Species of Concern
Vascular Plant,Mirabilis linearis,"Four O'Clock, Linearleaf Four-O'Clock, Narrowleaf Four O'Clock, Narrowleaf Four-O'Clock",Safe
Vascular Plant,Eriogonum caespitosum,"Mat Buckwheat, Mat Eriogonum, Matted Buckwheat, Matted Wild Buckwheat",Safe
Vascular Plant,Eriogonum cernuum var. cernuum,"Nodding Buckwheat, Nodding Wild Buckwheat",Safe
Vascular Plant,Eriogonum flavum var. flavum,Alpine Golden Buckwheat,Safe
Vascular Plant,Eriogonum flavum var. piperi,"Piper's Eriogonum, Piper's Golden Buckwheat",Safe
Vascular Plant,Eriogonum heracleoides var. heracleoides,Parsnipflower Buckwheat,Safe
Vascular Plant,Eriogonum ovalifolium var. purpureum,Cushion Buckwheat,Safe
Vascular Plant,Eriogonum umbellatum var. cladophorum,Sulphur-Flower Buckwheat,Safe
Vascular Plant,Eriogonum umbellatum var. dichrocephalum,"Sulphurflower Buckwheat, Sulphur-Flower Buckwheat",Safe
Vascular Plant,Eriogonum umbellatum var. majus,Sulphur-Flower Buckwheat,Safe
Vascular Plant,Eriogonum umbellatum var. umbellatum,Sulphur-Flower Buckwheat,Safe
Vascular Plant,Oxyria digyna,"Alpine Mountainsorrel, Mountain Sorrel",Safe
Vascular Plant,Polygonum achoreum,"Leathery Knotweed, Striate Knotweed",Safe
Vascular Plant,Polygonum amphibium var. stipulaceum,Water Smartweed,Safe
Vascular Plant,Polygonum aviculare,"Prostrate Knotweed, Yard Knotweed",Safe
Vascular Plant,Polygonum bistortoides,American Bistort,Safe
Vascular Plant,Polygonum convolvulus,"Black Bindweed, Black-Bindweed, Climbing Buckwheat, Climbing Knotweed, Cornbind, Dullseed Cornbind, Pink Smartweed, Wild Buckwheat",Safe
Vascular Plant,Polygonum douglasii var. douglasii,Douglas Knotweed,Safe
Vascular Plant,Polygonum lapathifolium,"Curltop Ladysthumb, Curlytop Knotweed, Curlytop Smartweed, Dock-Leaf Smartweed, Nodding Smartweed, Pale Smartweed",Safe
Vascular Plant,Polygonum minimum,"Broadleaf Knotweed, Dwarf Knotweed, Zigzag Knotweed",Safe
Vascular Plant,Polygonum viviparum,"Alpine Bistort, Serpent-Grass, Viviparous Bistort",Safe
Vascular Plant,Rumex acetosella,"Common Sheep Sorrel, Field Sorrel, Red Sorrel, Sheep Sorrel",Safe
Vascular Plant,Rumex aquaticus var. fenestratus,Western Dock,Safe
Vascular Plant,Rumex crispus,"Curly Dock, Narrowleaf Dock, Sour Dock, Yellow Dock",Safe
Vascular Plant,Rumex paucifolius,"Alpine Sheep Sorrel, Fewleaved Dock, Meadow Dock",Safe
Vascular Plant,Rumex venosus,Veiny Dock,Safe
Vascular Plant,Portulaca oleracea,"Akulikuli-Kula, Common Purslane, Duckweed, Garden Purslane, Little Hogweed, Little-Hogweed, Purslane, Pursley, Wild Portulaca",Safe
Vascular Plant,Sarcobatus vermiculatus,"Black Greasewood, Greasewood",Safe
Vascular Plant,Tamarix chinensis,"China Tamarisk, Chinese Saltcedar, Chinese Tamarisk, Fivestamen Tamarisk, Five-Stamen Tamarisk, Saltcedar, Tamarisk, Tamarix",Safe
Vascular Plant,Parnassia fimbriata,"Fringed Grass Of Parnassus, Fringed Grass-Of-Parnassus, Rocky Mountain Parnassia",Safe
Vascular Plant,Parnassia kotzebuei,"Kotzebue's Grass Of Parnassus, Kotzebue's Grass-Of-Parnassus",Safe
Vascular Plant,Parnassia palustris var. montanensis,"Mountain Grass Of Parnassus, Northern Grass-Of-Parnassus",Safe
Vascular Plant,Parnassia parviflora,Smallflower Grass Of Parnassus,Safe
Vascular Plant,Paxistima myrsinites,"Boxleaf, Boxleaf Myrtle, Mountain Lover, Oregon Boxleaf",Safe
Vascular Plant,Ceratophyllum demersum,"Common Hornwort, Coon's Tail, Coon's-Tail, Coontail, Hornwort",Safe
Vascular Plant,Cornus canadensis,"Bunchberry Dogwood, Canadian Bunchberry",Safe
Vascular Plant,Mentzelia albicaulis,"White Blazingstar, Whitestem Blazingstar, Whitestem Stickleaf, White-Stemmed Evening-Star",Safe
Vascular Plant,Mentzelia decapetala,"Evening Starflower, Gumbo-Lily, Tenpetal Blazingstar, Tenpetal Mentzelia, Tenpetal Stickleaf",Safe
Vascular Plant,Mentzelia dispersa,"Bushy Blazingstar, Nevada Blazingstar, Scattered Blazingstar",Safe
Vascular Plant,Mentzelia laevicaulis var. laevicaulis,Smoothstem Blazingstar,Safe
Vascular Plant,Mentzelia montana,"Mountain Blazingstar, Variegatedbract Blazingstar, Variegated-Bract Blazingstar",Safe
Vascular Plant,Adoxa moschatellina,Muskroot,Safe
Vascular Plant,Sambucus racemosa var. melanocarpa,"Black Elderberry, Red Elderberry, Rocky Mountain Elder",Safe
Vascular Plant,Viburnum edule,Squashberry,Safe
Vascular Plant,Lonicera caerulea,"Blue Honeysuckle, Fly Honeysuckle, Sweetberry Honeysuckle",Safe
Vascular Plant,Lonicera involucrata,"Bearberry Honeysuckle, Twinberry Honeysuckle",Safe
Vascular Plant,Lonicera utahensis,Utah Honeysuckle,Safe
Vascular Plant,Symphoricarpos albus var. laevigatus,Common Snowberry,Safe
Vascular Plant,Symphoricarpos occidentalis,"Western Snowberry, Wolfberry",Safe
Vascular Plant,Symphoricarpos oreophilus var. utahensis,Utah Snowberry,Safe
Vascular Plant,Dipsacus fullonum,"Common Teasel, Fuller's Teasel, Teasel, Venuscup Teasle",Safe
Vascular Plant,Linnaea borealis var. longiflora,Longtube Twinflower,Safe
Vascular Plant,Valeriana acutiloba var. pubicarpa,"Hairyfruit Valerian, Hairyfruit Valeriana",Safe
Vascular Plant,Valeriana dioica var. sylvatica,"Woods Valerian, Woods Valeriana",Safe
Vascular Plant,Valeriana edulis var. edulis,Tobacco Root,Safe
Vascular Plant,Valeriana occidentalis,"Small-Flower Valerian, Western Valerian, Western Valeriana",Safe
Vascular Plant,Equisetum arvense,"Common Horsetail, Field Horsetail, Scouringrush, Western Horsetail",Safe
Vascular Plant,Equisetum fluviatile,"Pipes, River Horsetail, Water Horsetail",Safe
Vascular Plant,Equisetum hyemale var. affine,"Scouringrush Horsetail, Stout Scouringrush, Tall Scouring-Rush",Safe
Vascular Plant,Equisetum laevigatum,"Horsetail, Smooth Horsetail, Smooth Scouringrush, Smooth Scouring-Rush",Safe
Vascular Plant,Equisetum scirpoides,Dwarf Scouringrush,Safe
Vascular Plant,Equisetum variegatum,"Variegated Horsetail, Variegated Scouringrush, Variegated Scouring-Rush",Safe
Vascular Plant,Arctostaphylos uva-ursi,"Bearberry, Bearberry Manzanita, Kinnikinnick, Mealberry",Safe
Vascular Plant,Gaultheria humifusa,"Alpine Spicywintergreen, Western Wintergreen",Safe
Vascular Plant,Kalmia microphylla,"Alpine Bog Laurel, Alpine Laurel",Safe
Vascular Plant,Ledum glandulosum,"Glandular Labrador Tea, Western Labrador Tea",Safe
Vascular Plant,Moneses uniflora,"One-Flowered Shinleaf, One-Flowered Wintergreen, Single Delight, Woodnymph",Safe
Vascular Plant,Monotropa hypopithys,Pinesap,Safe
Vascular Plant,Orthilia secunda,"One-Sided Wintergreen, Sidebells Wintergreen",Safe
Vascular Plant,Phyllodoce empetriformis,"Mountain Heath, Pink Mountainheath, Red Mountainheath",Safe
Vascular Plant,Pterospora andromedea,"Giant Bird's Nest, Giant Pinedrops, Woodland Pinedrops",Safe
Vascular Plant,Pyrola minor,"Lesser Wintergreen, Snowline Wintergreen",Safe
Vascular Plant,Vaccinium cespitosum,"Dwarf Bilberry, Dwarf Blueberry",Safe
Vascular Plant,Vaccinium membranaceum,"Mountain Bilberry, Thinleaf Huckleberry",Safe
Vascular Plant,Vaccinium myrtillus var. oreophilum,Whortleberry,Safe
Vascular Plant,Vaccinium scoparium,"Grouse Whortleberry, Grouseberry, Littleleaf Huckleberry, Red Alpine Blueberry",Safe
Vascular Plant,Collomia linearis,"Narrowleaf Mountaintrumpet, Narrow-Leaf Mountain-Trumpet, Slenderleaf Collomia, Tiny Trumpet",Safe
Vascular Plant,Gymnosteris parvula,Smallflower Gymnosteris,Safe
Vascular Plant,Ipomopsis aggregata var. aggregata,Scarlet Gilia,Safe
Vascular Plant,Microsteris gracilis var. humilior,Slender Phlox,Safe
Vascular Plant,Phlox hoodii,"Hood's Phlox, Spiny Phlox",Safe
Vascular Plant,Phlox multiflora,"Flowery Phlox, Rocky Mountain Phlox",Safe
Vascular Plant,Phlox pulvinata,"Cushion Phlox, Powder Phlox",Safe
Vascular Plant,Polemonium micranthum,"Annual Jacob's-Ladder, Annual Polemonium, Littlebell Jacob's-Ladder",Safe
Vascular Plant,Polemonium occidentale,"Western Jacob's-Ladder, Western Polemonium",Safe
Vascular Plant,Polemonium viscosum,"Sticky Jacob's-Ladder, Sticky Polemonium",Safe
Vascular Plant,Androsace filiformis,"Filiform Rockjasmine, Slender Rockjasmine, Slender-Stemmed Androsace",Safe
Vascular Plant,Androsace occidentalis,"Western Rockjasmine, Western Rock-Jasmine",Safe
Vascular Plant,Dodecatheon conjugens,Bonneville Shootingstar,Safe
Vascular Plant,Douglasia montana,Rocky Mountain Dwarf-Primrose,Safe
Vascular Plant,Glaux maritima,Sea-Milkwort,Safe
Vascular Plant,Lysimachia thyrsiflora,"Swamp Loosestrife, Tufted Loosestrife, Tufted Yellow-Loosestrife, Water Loosestrife",Safe
Vascular Plant,Primula incana,"Hoary Primrose, Silvery Primrose",Safe
Vascular Plant,Astragalus agrestis,"Cock's-Head, Field Milkvetch, Purple Milkvetch",Safe
Vascular Plant,Astragalus alpinus,Alpine Milkvetch,Safe
Vascular Plant,Astragalus americanus,"American Milkvetch, American Milk-Vetch",Safe
Vascular Plant,Astragalus australis var. glabriusculus,Aboriginal Milkvetch,Safe
Vascular Plant,Astragalus canadensis var. brevidens,Shorttooth Canadian Milkvetch,Safe
Vascular Plant,Astragalus cibarius,Browse Milkvetch,Safe
Vascular Plant,Astragalus cicer,"Chickpea Milkvetch, Cicer Milkvetch",Safe
